student_id,country,age,gender,prior_gpa,admitted_program,target_success
42,IN,29,M,2.745075988349075,BA,1
43,EE,28,M,2.4815069031222112,ENG,1
44,LV,37,F,4.0,CS,1
45,IT,22,F,2.528829412087895,BIO,1
46,DE,24,F,2.400473373327738,CS,0
47,IT,34,M,3.060405894070064,BA,1
48,IN,36,M,2.951112649177003,BA,0
49,LK,21,F,1.9571250714338033,ENG,0
50,LK,31,M,3.473606952738243,ENG,1
51,LT,27,F,2.7434832547895,BIO,0
52,EE,31,F,2.1334413428705674,BIO,1
53,DE,43,F,3.5132704686123244,CS,1
54,DE,20,F,3.175405342957692,CS,0
55,LV,44,M,2.0412748048312515,BIO,1
56,DE,30,M,3.8663097041546344,BA,0
57,LT,38,F,3.1952784210197156,CS,1
58,LK,29,M,2.7938823306249723,BIO,1
59,IN,26,M,3.7541312833730673,ENG,1
60,IT,38,M,2.8955786702977844,CS,1
61,LK,36,M,2.7831501549375806,BIO,1
62,EE,21,F,2.403819930386806,ENG,1
63,IT,37,M,3.149110263584247,ENG,1
64,EE,38,F,3.0859617803943875,BIO,1
65,EE,28,M,2.8088080839338265,BA,1
66,IT,42,F,2.326008187679438,BA,0
67,EE,35,M,2.877957912499644,ENG,1
68,LV,27,F,2.758120728542717,CS,0
69,DE,18,F,1.9999154087594793,CS,1
70,LK,36,M,1.9169125892054883,BIO,0
71,LT,23,M,3.1390920272858613,CS,0
72,DE,38,F,1.2388670109689865,ENG,1
73,LV,32,M,2.9232463161767557,BA,1
74,IN,30,M,2.5131501653477053,CS,1
75,DE,22,F,3.584947964127946,ENG,1
76,EE,37,M,2.5039190745076745,BIO,1
77,LT,22,M,3.1956905285511374,BA,0
78,DE,29,M,2.561851695257325,CS,0
79,IN,40,F,2.8682488920916858,CS,1
80,IT,42,F,3.2421019185520303,CS,0
81,DE,44,M,2.5224665702052516,BIO,1
82,LT,43,M,3.3979329306990422,BA,0
83,LK,33,M,2.20378127373611,BA,0
84,IN,23,M,2.976755705535027,CS,0
85,IN,40,M,3.3535838336727117,BA,0
86,LV,39,M,3.196022495074201,BIO,0
87,EE,44,M,3.949866926041246,BA,1
88,LK,35,M,2.3419364096136035,ENG,0
89,LK,21,F,1.972510449190847,CS,1
90,DE,31,F,2.2033989349029284,CS,1
91,LK,30,M,3.196265539929062,ENG,1
92,LK,40,F,3.098753760561627,CS,1
93,EE,28,F,2.8613539957884493,BA,1
94,IT,26,M,2.126225770535722,BA,0
95,EE,20,F,3.2601203759974364,CS,0
96,LT,40,F,2.0651771334096756,ENG,1
97,IN,38,M,3.4953697494261395,BIO,1
98,IN,19,M,4.0,CS,0
99,LV,29,F,3.0198706879429302,BIO,1
100,LK,30,F,3.1498648813946457,ENG,1
101,LT,30,F,2.504284138662664,ENG,1
102,LK,42,M,1.7138720073479101,CS,1
103,LV,22,M,2.4383683821818662,BIO,1
104,LK,26,F,2.14426285534075,CS,1
105,LK,22,M,1.9317972541509905,BIO,1
106,LK,24,F,3.833415965197389,ENG,0
107,IN,42,F,2.9637175108154636,BA,0
108,DE,43,Other,3.02781254836839,CS,1
109,IN,19,F,2.61458658088225,ENG,1
110,LT,35,F,2.696277350533938,CS,1
111,LK,24,F,3.3787304093436,ENG,1
112,DE,23,M,2.7805977287828707,BIO,0
113,DE,25,M,3.1184163628148394,BA,1
114,DE,23,Other,2.68239742129299,CS,0
115,DE,31,F,2.5947082655607714,CS,1
116,LV,44,F,1.9558515006388828,CS,1
117,LV,33,M,1.613350562579723,CS,0
118,LT,37,F,2.6430628593601586,CS,0
119,LV,31,M,2.8338980151959396,ENG,1
120,DE,18,M,2.0283219779747252,BA,0
121,IN,20,F,2.77931508097922,BIO,0
122,IN,25,M,2.832251537794301,BIO,1
123,DE,24,F,1.5063951963643725,BIO,1
124,LK,40,F,2.250925204312299,ENG,1
125,DE,40,M,3.044358336241281,BA,0
126,LV,41,M,3.032235237637446,BIO,1
127,LK,35,M,2.1077950501601435,CS,0
128,IN,33,M,2.8950688302998406,BA,0
129,IN,35,Other,3.4134443352162833,BA,0
130,DE,28,Other,3.2662437753945386,ENG,0
131,DE,36,M,2.742828527791639,ENG,0
132,LV,39,F,2.5192142120054246,BIO,0
133,DE,38,M,2.4223933093992973,BIO,0
134,LK,34,M,3.080691869745794,BA,1
135,EE,19,F,2.9170623838857326,BIO,1
136,IN,37,M,3.17764240366132,CS,0
137,LV,27,F,2.879124287872691,BIO,0
138,EE,38,F,3.291258370208465,CS,1
139,DE,32,M,2.85675551977462,BIO,1
140,IT,41,F,3.270813229679012,BA,1
141,LT,27,M,3.322493662219983,BIO,0
142,LT,43,M,2.317284021865112,CS,1
143,EE,40,M,1.7151135718775523,BA,0
144,IT,26,F,3.726095713608732,BIO,0
145,LK,31,F,2.953995238427357,CS,1
146,LV,32,M,1.771308462702327,BA,1
147,LT,38,M,2.371708301668773,CS,1
148,LK,36,M,3.2631245754218967,BA,1
149,LV,41,M,2.632193901320264,BA,0
150,LK,27,F,2.4927631484085238,ENG,0
151,LT,31,M,3.6405291161877797,BA,1
152,IT,29,F,2.1716277121697134,CS,1
153,EE,42,F,2.3211079853470995,CS,0
154,DE,26,M,2.9268318850289603,BIO,1
155,IN,33,F,3.034272959232329,BIO,0
156,LV,21,F,3.0978058206044388,CS,0
157,DE,40,F,3.3467428267413677,CS,1
158,DE,28,F,2.91914717240891,CS,0
159,LK,27,M,3.0936303633630455,BIO,1
160,IT,33,F,2.64447444441095,ENG,1
161,IN,31,M,2.8376189819420286,BIO,0
162,EE,40,M,2.8645205080321805,BA,0
163,EE,32,F,2.9290588814914216,ENG,0
164,EE,31,F,3.2635238845496564,CS,1
165,LK,20,M,3.1330874091668983,ENG,1
166,EE,18,M,2.8265302017401095,ENG,1
167,LT,28,M,2.314524409035376,BA,0
168,EE,44,M,2.8406027548376254,ENG,1
169,LV,42,F,2.7831893290625533,ENG,0
170,LV,34,F,2.9159089478879188,BA,1
171,LV,35,M,4.0,CS,1
172,LK,28,F,2.4857363328752586,CS,1
173,LK,22,M,3.0533734114752153,BIO,0
174,IN,18,M,3.4410772403465786,BA,0
175,DE,27,M,2.8588011484596296,BA,0
176,LK,26,M,4.0,ENG,1
177,LT,23,F,2.573176424961114,BA,1
178,IT,24,F,2.994453533392028,BA,0
179,DE,18,F,2.3207165530642104,ENG,1
180,IT,34,M,2.589085158914024,ENG,1
181,LT,43,F,2.9493603462379947,ENG,0
182,DE,36,F,3.3077824373846374,CS,0
183,IN,30,F,2.9914569004141445,BA,0
184,DE,29,F,3.555468909600841,BA,1
185,DE,26,M,2.7430208136443968,ENG,1
186,LT,21,F,2.6006988820965966,CS,1
187,EE,34,Other,4.0,CS,1
188,LT,33,F,3.0365425896652183,BIO,1
189,EE,18,M,2.368311072412871,ENG,1
190,IN,29,F,2.3834417426511587,BIO,1
191,IN,25,F,2.2343920512811954,BA,1
192,IN,22,M,3.3619416135140723,BIO,1
193,EE,36,M,2.581373624264055,BA,1
194,IT,32,M,2.8764174853938913,ENG,1
195,LV,35,F,2.7618947953370387,CS,1
196,EE,37,F,3.2388954447645606,BIO,1
197,LV,44,M,2.291953544269588,BA,1
198,EE,39,F,2.1546566283141906,BIO,1
199,IT,34,M,2.9345783843089563,BA,1
200,EE,41,M,3.160575570819938,BIO,1
201,IT,30,M,2.999519387858584,BA,1
202,DE,44,M,2.314327762541603,CS,1
203,IN,38,M,3.206490905254836,CS,1
204,DE,35,F,2.3536834437426193,ENG,0
205,LT,42,F,2.4870768131281697,CS,1
206,LK,31,M,2.2336278851667988,BA,1
207,IT,37,M,3.5806950091912184,ENG,1
208,LT,25,F,3.180052924616409,BA,1
209,LK,44,F,3.162996025407324,CS,1
210,LT,34,M,3.54832685268547,ENG,1
211,LK,39,M,4.0,ENG,0
212,LK,30,M,1.7744643376539067,ENG,1
213,DE,41,F,2.3569740514737347,BIO,0
214,LK,20,F,2.4302949494952855,CS,1
215,LT,21,M,2.2895082265703843,BA,1
216,LV,31,F,2.153450051437772,CS,1
217,LV,37,M,2.6202081615667803,BIO,0
218,DE,39,M,2.0700377708263566,ENG,0
219,IT,29,F,3.001025420522448,CS,1
220,LV,35,F,2.8310189928571687,ENG,1
221,DE,32,F,3.088617198858193,CS,0
222,IN,43,M,3.1046370709829514,BA,1
223,LT,35,M,3.161804112056006,ENG,0
224,LK,29,F,2.5759546379056704,ENG,1
225,EE,44,M,4.0,BIO,0
226,LK,20,M,2.9406586698892583,ENG,0
227,IN,44,M,1.682509148425123,BIO,0
228,DE,22,M,2.1985745525402693,ENG,1
229,LT,25,F,1.7556982065833104,CS,1
230,DE,40,F,2.810400777490784,CS,1
231,LK,37,M,2.7269168655679996,BIO,1
232,LV,44,F,2.518944581260325,CS,0
233,LK,38,M,4.0,BA,0
234,DE,35,F,3.1293897244461464,CS,0
235,LK,27,F,3.2356590168678006,BA,1
236,IN,18,F,2.241355907234738,ENG,0
237,DE,21,F,2.2005130652013927,CS,1
238,EE,26,F,2.8220832994581726,BA,0
239,IN,19,F,2.9038042837913354,BIO,0
240,LV,31,M,1.6862130597313256,CS,0
241,IN,38,F,2.691815786290279,CS,0
242,LV,44,F,2.8084432497241028,BA,1
243,IN,31,F,2.6709105005373224,BIO,1
244,IN,41,F,2.311965752591994,BA,0
245,LV,44,F,2.4762788908473157,ENG,1
246,LK,41,M,2.6938844838563223,CS,1
247,EE,30,F,2.8544800141660285,ENG,1
248,LK,26,M,3.1628749495303405,CS,1
249,LV,44,M,3.4485137229705227,ENG,1
250,LT,24,F,2.62339136588365,CS,1
251,DE,29,F,2.5263062823307854,BIO,1
252,LT,19,F,3.062593404120584,BA,1
253,EE,39,M,3.1665069498465126,CS,1
254,IN,35,F,2.5394797400446683,BA,0
255,LT,20,M,3.274236086179703,CS,1
256,IN,23,M,3.3877512046935836,CS,1
257,LV,32,M,3.5750118793952037,ENG,0
258,LT,32,M,3.866992544031893,BA,1
259,IN,39,Other,2.2801503168043364,BA,1
260,LK,25,F,2.8083389255995064,BIO,0
261,LT,42,F,2.806766617971196,CS,1
262,EE,30,F,2.741155858880495,BA,1
263,IT,40,M,2.410442248233918,CS,1
264,IT,24,M,1.908662798061357,BA,0
265,IN,18,M,2.8556076676174023,BA,0
266,DE,19,F,2.3389866042712524,CS,1
267,EE,28,M,2.851596088448575,CS,0
268,IN,43,M,2.3235738749806876,BIO,0
269,IN,19,M,2.140204992493395,CS,0
270,EE,27,M,2.9405790162261383,BIO,0
271,LV,20,F,2.890552916083897,BIO,1
272,LT,43,F,3.1475691827925596,BA,1
273,IT,36,M,4.0,BA,1
274,EE,38,F,2.966373718726508,BIO,1
275,DE,37,F,3.0910490602384777,BIO,1
276,DE,35,F,2.1534632026796046,CS,0
277,LK,38,F,2.0278555356781753,BIO,0
278,LV,18,M,3.749697668064,BIO,0
279,LV,41,M,2.2459121320400177,CS,0
280,LT,37,F,2.173633557118815,CS,0
281,DE,37,F,2.776540647270068,ENG,0
282,IN,28,F,2.7458845519735666,CS,0
283,DE,39,M,2.258496096134025,ENG,1
284,DE,28,M,2.61701606877214,CS,1
285,IT,19,M,3.5376254305900625,ENG,1
286,LT,42,F,2.316403834700921,CS,1
287,IN,24,F,1.963796509380297,CS,1
288,DE,20,F,3.365556172539875,CS,0
289,DE,34,M,3.0953781471628217,CS,1
290,LK,24,M,2.427688827610803,ENG,0
291,LT,41,M,1.8506997903238491,CS,1
292,IT,29,M,2.353225986136862,BIO,1
293,EE,18,F,2.767177337890437,ENG,1
294,DE,43,F,3.499403253930291,BA,0
295,DE,31,F,2.1780508150782056,BIO,1
296,LK,25,F,2.749288071093116,ENG,1
297,DE,36,F,3.2050867959369387,ENG,1
298,LT,32,M,1.3712395959268475,CS,1
299,LV,18,F,3.4202717007633394,ENG,1
300,EE,38,F,2.0905296566761375,ENG,0
301,LK,28,M,2.9991972960741604,BIO,1
302,LV,36,M,2.948009889766446,BA,1
303,IT,42,F,3.450751834878307,ENG,0
304,DE,34,M,3.130554628536124,BA,0
305,LV,36,M,1.3736257049620113,CS,1
306,EE,24,M,2.329132451706405,CS,1
307,DE,24,M,2.882923077611968,BIO,1
308,EE,29,F,2.6830120683281278,ENG,1
309,LV,41,M,3.0865664378540623,BA,1
310,IN,32,F,3.273619933401823,ENG,1
311,IN,27,M,3.165071041857807,CS,0
312,LV,39,M,2.671435034467321,CS,1
313,LT,41,F,1.6921977933277117,ENG,1
314,LT,42,F,2.5267112506871094,ENG,0
315,IN,26,M,3.049820888883373,BIO,1
316,LK,37,M,2.145731648469713,BIO,0
317,LK,33,F,3.1787648380729454,BA,1
318,IT,30,M,3.3450359783603822,BIO,1
319,LK,28,M,2.876120185777505,BA,1
320,EE,21,M,0.9617320802125624,BIO,1
321,LV,25,M,2.0331469823729176,CS,1
322,IN,32,F,3.931713495133649,CS,1
323,IT,41,M,2.472077324182973,CS,1
324,IT,41,F,1.6095140661226024,BIO,1
325,LT,23,M,3.541148432986163,CS,0
326,LT,36,F,2.8080133549262034,BIO,0
327,LV,20,M,3.462964293374635,ENG,1
328,LV,36,F,2.966175205131619,CS,0
329,DE,27,F,3.075135481727301,BIO,1
330,DE,30,M,3.0178055486287096,CS,1
331,EE,37,M,3.2184929871526,CS,1
332,EE,29,M,4.0,ENG,0
333,LK,39,M,3.3826038015755127,BA,1
334,DE,32,M,1.8517964092926789,BA,1
335,LK,44,M,3.067996909167342,CS,1
336,IT,35,F,3.4848884608619306,ENG,0
337,EE,26,M,3.521620483921687,CS,1
338,LT,38,M,2.54403701016454,CS,0
339,IT,29,F,3.4989666671128763,ENG,1
340,IN,32,F,3.356645439730723,BA,0
341,EE,21,M,4.0,ENG,1
342,IN,21,M,2.349998958250893,CS,0
343,DE,33,M,2.4955596541597447,ENG,1
344,IT,23,Other,2.6163285709240274,BIO,0
345,LT,44,M,2.5058667099767344,BA,1
346,IT,41,F,2.265987550141838,BA,1
347,IT,36,F,1.142394696595754,ENG,1
348,LT,37,F,2.5391803157661195,ENG,0
349,LT,34,F,3.0216148358199426,CS,0
350,DE,19,M,2.5040668926964536,ENG,0
351,LV,28,M,3.9612287101174655,CS,1
352,EE,31,F,2.8080254876295174,ENG,1
353,DE,42,F,3.574617433110481,BIO,0
354,IT,23,M,2.956852247637981,ENG,1
355,IT,31,F,3.2958443859359545,BIO,0
356,LT,27,M,2.9675449323601373,BA,1
357,IT,21,M,3.6212707791421375,BIO,1
358,LV,20,M,2.83356361007944,BIO,1
359,LK,27,F,3.0976724248532714,BIO,1
360,LK,20,M,3.019799760190026,ENG,1
361,IT,19,F,2.6270287251236084,ENG,1
362,LT,27,M,3.042989391354806,ENG,0
363,IT,23,F,4.0,BIO,1
364,LV,32,M,2.6377618347427347,BIO,1
365,DE,18,M,3.0516789357119487,BA,1
366,DE,26,F,3.5546673705216656,CS,0
367,EE,30,F,3.484151968566568,CS,0
368,LV,44,F,2.807029850631619,CS,1
369,LK,35,F,1.3699667782255829,CS,1
370,EE,41,F,3.1100216911890795,CS,1
371,IN,27,M,1.4683154448261682,CS,1
372,EE,30,F,3.6819623385647384,BIO,1
373,EE,29,M,2.901684322715956,CS,0
374,IT,41,M,3.399804411923193,ENG,1
375,LV,43,F,2.258733317091369,BA,0
376,LK,43,M,1.8684955160199672,CS,0
377,LK,38,M,2.9564526304847,ENG,0
378,EE,31,M,2.779837936026315,BIO,1
379,LT,32,F,2.5050755043057005,BIO,1
380,LV,44,F,2.850796768439658,BIO,1
381,IT,25,F,4.0,ENG,1
382,IT,27,M,3.3007153284214343,ENG,1
383,LT,42,Other,3.429699163517991,CS,1
384,LV,28,M,3.306362134932013,BIO,1
385,LV,24,F,3.6876772863113154,ENG,1
386,LV,33,M,2.685956996259553,BA,1
387,LK,26,F,1.5671432153948237,BA,1
388,IT,42,M,2.6868483201963937,ENG,1
389,LT,42,F,3.287041425997901,CS,1
390,LK,26,M,2.2181197629309555,BIO,1
391,LT,32,M,2.694180429706402,BA,1
392,EE,44,F,2.384938154198612,CS,0
393,IN,38,F,3.701217551105878,BA,1
394,LK,23,M,3.249674209243938,BIO,1
395,IT,33,F,3.1909243723863754,BA,1
396,LV,34,M,3.1729607878725825,ENG,1
397,LT,35,M,2.7776504484687234,BIO,0
398,LT,18,M,2.918533769516502,CS,1
399,EE,26,F,2.0888892516806092,BIO,0
400,IT,41,F,1.4881348127496594,BA,1
401,LK,24,F,2.8900486782070143,ENG,0
402,EE,26,M,2.9943941537632863,CS,1
403,IT,26,F,3.5255587410552263,CS,1
404,DE,22,F,3.7428014896494206,BIO,1
405,DE,22,F,3.741999090999368,BIO,0
406,DE,27,M,2.201185844023673,BIO,1
407,LT,41,F,2.588640979030138,ENG,1
408,IT,18,M,3.0882005775288275,BA,1
409,LV,25,M,4.0,CS,1
410,LT,19,M,3.6880595222283494,BA,0
411,LT,33,M,3.471638297199028,ENG,1
412,LT,24,M,2.5673272266704257,BA,0
413,LV,39,M,2.270080221306925,BA,0
414,LV,33,F,3.2733447300299434,CS,1
415,IN,39,M,2.1396032414593837,BA,1
416,IT,35,M,2.656938189411818,CS,0
417,LV,29,M,2.731133230598846,CS,0
418,EE,41,M,3.7557472534736847,CS,0
419,DE,30,M,2.5871816182241933,ENG,0
420,IT,43,M,1.3364502168564305,BA,1
421,IN,44,M,3.102666788597481,CS,0
422,LK,33,F,2.380586888137644,ENG,1
423,IN,36,F,2.825578614662648,CS,0
424,EE,24,F,2.7479771794947254,CS,0
425,LT,39,F,2.635777602509339,CS,1
426,IT,36,F,3.274204349070822,BA,0
427,LK,42,F,1.8802810729883754,BIO,1
428,LV,25,M,2.4897914650273836,CS,1
429,LK,39,F,3.2104227478704286,BA,1
430,LV,30,M,2.431549134793379,CS,1
431,LK,22,M,1.8347159744380168,BA,0
432,LK,22,F,3.2011332059540414,ENG,1
433,LV,33,F,3.4738567782649232,BA,1
434,DE,26,F,2.773002875414196,ENG,1
435,LV,20,M,1.6234926409182804,BIO,0
436,DE,29,F,3.2235818480192897,BIO,1
437,IT,35,M,1.804067271148187,ENG,0
438,LV,26,M,2.985279566108899,ENG,0
439,EE,43,M,2.267521705154704,BIO,1
440,IT,39,F,2.1040964285398207,BIO,0
441,EE,31,F,2.5348539897521856,BA,0
442,LV,43,F,2.690021466143644,CS,0
443,DE,29,F,2.413475049768131,CS,1
444,DE,21,F,3.1532219669290904,BIO,0
445,IN,18,M,2.5323583729246995,ENG,1
446,EE,43,M,3.388114523003093,BA,0
447,IT,43,M,2.9687038993860875,BA,1
448,DE,37,M,2.381465676042215,BA,0
449,EE,20,F,2.2804360697006283,BIO,1
450,IT,25,M,1.8115022205715365,ENG,0
451,IT,19,M,2.974439906720093,BIO,0
452,DE,19,M,2.587247471649185,BA,0
453,LV,24,M,1.3766826831618912,BA,0
454,IN,33,F,2.4785710763383597,CS,0
455,DE,19,F,2.2593795824470284,BIO,1
456,LT,44,F,3.745406555302396,ENG,1
457,IN,30,F,1.778332832864014,ENG,0
458,LK,25,M,1.9351895201595677,BA,1
459,LV,31,F,3.46598178586342,BA,1
460,LK,39,M,3.6140578944783774,BIO,0
461,LV,26,M,2.353010236764615,BA,1
462,LK,19,F,2.4207485063146534,ENG,0
463,EE,19,F,3.1697412379319876,CS,0
464,LV,41,M,1.4037401218328138,BA,1
465,IT,21,M,1.683283789296666,BIO,1
466,LT,35,F,2.631559959489573,CS,1
467,IN,28,F,3.7299343396774756,CS,1
468,LT,38,M,2.5385619470999563,BIO,1
469,IT,19,F,2.8605620750410927,BA,0
470,LK,42,M,3.480273563538407,BA,0
471,LK,36,F,4.0,ENG,0
472,DE,30,F,2.4538909161110123,CS,0
473,DE,23,M,2.7898979657599443,CS,0
474,IN,44,M,3.8932331328057055,CS,1
475,LK,26,M,1.8866804348851427,CS,0
476,LK,31,F,3.416548642332293,CS,0
477,LV,28,Other,2.189010680583245,ENG,1
478,IN,24,M,2.861483420261894,BA,1
479,LV,29,M,2.6544285715598352,CS,1
480,EE,22,F,2.2251930395792625,CS,0
481,LK,18,F,2.210138843405035,BA,1
482,LT,25,M,2.9658486185522523,BIO,0
483,LK,21,F,3.397323596897609,BA,1
484,DE,29,M,2.722158278086898,CS,0
485,LT,41,F,2.8420678952399294,CS,0
486,EE,22,Other,3.142704439774628,BA,1
487,DE,18,M,2.217028736192224,CS,0
488,LK,20,M,3.2438155050477535,BIO,0
489,IN,31,M,3.291605858235848,BIO,1
490,IT,25,F,4.0,BA,0
491,IT,31,M,2.5743374856642505,BIO,1
492,LK,18,M,2.525150918999123,BA,1
493,IN,26,M,3.2613795229442473,CS,0
494,EE,29,F,3.291462501347283,BIO,1
495,EE,29,M,2.4789477079739726,BIO,0
496,LV,32,M,2.5581023938419705,BA,1
497,EE,39,M,3.124678502930824,ENG,0
498,IT,30,F,2.303449455559203,CS,0
499,EE,40,M,2.553679607190991,ENG,0
500,LV,32,M,2.8537556604210605,ENG,1
501,IN,25,M,3.3975632108933547,ENG,1
502,IT,24,F,2.4372408302922755,ENG,1
503,IT,26,F,1.6945693227815968,ENG,1
504,LT,34,M,1.6500415194890734,ENG,1
505,DE,24,M,2.0443521599763197,BIO,1
506,DE,42,M,2.0120993690800377,CS,1
507,LT,30,F,2.7072335448280542,BA,1
508,LT,41,F,2.0866719078414366,BA,1
509,LT,36,M,2.3783470241072773,ENG,1
510,IT,27,F,2.33554846901077,CS,1
511,LK,24,F,2.535695283491204,BA,0
512,LK,38,M,3.593502598913873,BIO,1
513,LK,26,M,3.19716855365831,CS,0
514,IT,24,M,2.8096776491656024,ENG,1
515,LV,43,F,2.523384231651497,ENG,1
516,IT,31,F,2.5400604060261873,BA,1
517,LV,19,M,2.9966478819711697,CS,1
518,DE,31,F,3.150501444011374,CS,1
519,IN,30,F,2.2554294963396395,BA,0
520,EE,41,F,2.8218884533685387,CS,1
521,LT,37,M,1.5810282588021838,CS,1
522,LT,23,M,2.9270282705023583,CS,0
523,LK,22,M,3.2572895451752113,CS,0
524,EE,34,M,2.6319588238714746,BIO,0
525,EE,19,F,3.8899161976840633,ENG,1
526,IT,26,F,2.2712569315383697,CS,1
527,LT,21,M,2.9304642491819566,ENG,1
528,IT,18,F,2.7785051520004265,CS,1
529,IT,42,F,2.739821399533955,BA,1
530,IN,20,F,2.731406699197151,CS,1
531,LT,18,F,2.864263018005683,CS,1
532,LT,43,M,3.30877524607822,CS,1
533,LT,23,M,3.626641741764846,BA,0
534,IN,40,F,2.7986498532975053,BA,1
535,LT,18,M,3.2891896433029797,BA,1
536,DE,22,M,2.37893983223993,ENG,1
537,LV,20,M,3.2595732716357397,ENG,1
538,DE,37,M,2.3428050857038056,ENG,1
539,LV,34,F,3.454395961652879,ENG,0
540,IN,30,M,4.0,ENG,1
541,LV,24,F,2.726749667217165,BA,0
542,LT,20,F,1.4844739055155547,CS,1
543,LT,33,F,2.471156240053106,BA,0
544,LK,24,M,3.539125080573582,CS,1
545,LV,33,F,3.1318460722151467,BIO,1
546,DE,36,F,2.9493481592050177,BA,0
547,IN,40,M,3.405201013572903,BIO,1
548,DE,31,F,3.0906720635490528,BIO,1
549,IN,18,F,3.530635112470682,BA,1
550,LK,25,F,3.351654205988191,BIO,0
551,EE,41,F,3.713020271642175,BA,0
552,LK,32,F,3.0152776503437524,CS,1
553,EE,34,F,3.3431556408963727,CS,1
554,IT,30,F,2.6157237561485287,CS,1
555,DE,22,M,2.4391235130645965,BIO,0
556,LK,42,M,3.8240605842513835,BA,1
557,IT,38,M,2.9297228057936127,BA,1
558,LK,44,M,3.282928339517427,BA,0
559,LK,41,M,2.874244008646834,BA,1
560,DE,25,Other,2.4480906094480215,BIO,0
561,LV,24,M,2.8065897355494407,BIO,1
562,DE,24,M,3.6615964106606285,CS,1
563,LT,42,M,3.133144044567654,ENG,1
564,IT,33,M,1.7731161041617245,BA,1
565,LT,30,M,2.670853326054307,CS,0
566,LT,44,F,3.8693762756228267,BIO,0
567,LT,34,F,2.671721882890026,CS,0
568,IN,42,M,1.7197127849594915,CS,1
569,DE,44,M,3.935829331253526,CS,1
570,IT,20,F,3.2094355058876753,BA,0
571,EE,27,M,2.7579922847123197,ENG,0
572,LT,37,M,2.5771493583507588,BA,0
573,LV,39,M,3.449411157875041,CS,1
574,LV,22,F,2.4748099598642845,CS,1
575,EE,26,F,3.488953854709593,BIO,1
576,IT,32,M,3.1253171714345536,BIO,1
577,DE,39,M,2.9468091552924096,BIO,0
578,IT,21,Other,2.887308883201357,ENG,1
579,LV,34,M,2.695019177971493,ENG,1
580,LV,26,M,3.4273840721255593,BIO,0
581,LK,23,F,2.2807943007388993,ENG,1
582,LV,31,F,1.8268449239018743,BA,0
583,LV,29,F,3.1686640737354845,BA,1
584,EE,35,M,3.1787429968402883,BA,1
585,IT,26,M,3.08814469150706,CS,1
586,IN,40,F,3.044637021770823,CS,1
587,LV,20,M,2.6076757729974713,ENG,0
588,LK,41,F,3.2724896226313147,BIO,1
589,LK,18,F,2.7726651239472755,CS,1
590,LK,37,F,2.507731863510893,CS,1
591,IT,27,F,2.61286521264676,CS,1
592,LT,28,M,4.0,BIO,0
593,IT,18,F,1.7590143507727403,BA,1
594,EE,36,M,3.099872862577479,BA,1
595,LK,22,M,1.7925337434257695,CS,0
596,IN,35,F,2.735059997006216,BIO,1
597,LK,37,F,2.539823508907487,BA,1
598,IN,40,M,1.548983021992073,BIO,1
599,IN,37,F,3.0334225542602575,ENG,1
600,IN,26,M,2.571977162684682,CS,1
601,LK,37,F,1.5404761944632535,BIO,1
602,LK,40,M,3.303740854464551,ENG,0
603,LV,26,M,3.6610037067933607,ENG,1
604,LK,21,F,3.694074605377943,CS,1
605,DE,42,F,3.0153738643908827,BIO,1
606,EE,21,M,2.827634883146269,BIO,1
607,DE,34,F,3.596893972537478,BA,1
608,IT,24,F,3.809430151204059,CS,1
